dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank
kotanchek,65,FEAT,FEAT,6,0,drop_feat,0.289841-407252.69*(0.0074*(0.1404*(0.1791*x0*(0.1901*x0*x0))*x0)*(0.0069*(0.4026*x0+0.0270*x1)*(0.3683*x0*x1)))+4301.88*(0.0069*(0.0640*x0*x1)*(0.0306*x1+0.1079*(0.3683*x0*x1)))-648.64*(0.0069*(0.7977*(0.4427*x1+0.3851*x0)-0.7927*x1)*(0.2139*x1*x1))-313.72*(0.1836*(0.2647*(0.2254*x1-0.2190*x0)*x1)*(0.0306*x1+0.1079*(0.3683*(0.5782*x1*x1)*x1)))-218.19*(0.0074*(0.1404*x0*x0)*(0.2439*(0.3330*x0-0.8432*x1)*(0.3330*x0-0.8432*x1)))+155.47*(0.0074*(0.1404*x0*x0)*x0)+41.86*(0.0069*(0.3665*(0.6915*x1+0.6368*x0)*x1)*(0.3683*x1*x1))-1.23*(0.3503*x0+0.4008*(0.5782*x1*x1))+0.52*(0.2723*(0.7396*x0-0.5930*x1)*(0.9178*x0-0.5519*x1))+0.16*x1,-5.30569414396523*x0**5*x1*(0.00277794*x0 + 0.0001863*x1) + 0.1615271112*x0**3 - 0.2266906824*x0**2*(0.0812187*x0 - 0.20565648*x1)*(0.333*x0 - 0.8432*x1) + 1.899710208*x0*x1*(0.03973957*x0*x1 + 0.0306*x1) - 0.430869*x0 + 0.1063775622*x1**3*(0.2333872*x0 + 0.25343475*x1) - 138.744096*x1**2*(0.002119640463*x0 - 0.003032951649*x1) - 0.2850433488*x1**2 - 57.598992*x1*(-0.0579693*x0 + 0.05966338*x1)*(0.022977419374*x1**3 + 0.0306*x1) + 0.16*x1 + 0.52*(0.20139308*x0 - 0.1614739*x1)*(0.9178*x0 - 0.5519*x1) + 0.289841,65,213.0,60.0,121.0,25.0,147.0,34.0,109.0,22.0,60.0,18.0
kotanchek,66,FEAT,FEAT,7,0,drop_feat,0.74743-212332.16*(0.0046*(0.0256*x0*x0)*(0.0513*(0.0256*x0*x0)*x0))+7821.42*(0.0046*(0.0256*x0*x0)*(0.1580*x0+0.3379*(0.1728*x1*x1)))-1893.26*(0.0891*(0.0513*(0.0256*x0*x0)*x0)*(0.2120*x1*x1))-141.14*(0.6248*(0.1864*x0-0.2672*(0.1602*x0+0.9126*x1))*(0.0162*x1*x1))+0.53*(0.7767*(0.0960*(0.2972*x0*x0)*x0)*x1)-0.37*x0-0.31*(0.2120*x1*x1)+0.13*x1+0.08*(0.8353*(0.3066*(0.1477*x0+0.0346*x0)-0.7941*(0.1712*x0*x0))/0.9008*x0)-0.02*(0.3013*x1+0.6379*(0.9179*(0.8715*(0.1477*x0+0.0346*x0)+0.9572*(0.8667*x0/0.6255*(0.2120*x1*x1)))/0.0762*(0.9280*x0+0.3259*(0.6653*x0-0.8745*x1)))),-0.032837561953026*x0**5 - 0.0469657384045978*x0**3*x1**2 + 0.0117448970112*x0**3*x1 + 0.9210504192*x0**2*(0.158*x0 + 0.05838912*x1**2) + 0.08*x0*(-0.126064573907638*x0**2 + 0.05182901116119*x0) - 0.37*x0 - 2.286468*x1**2*(0.089717881088*x0 - 0.152355430656*x1) - 0.06572*x1**2 + 0.123974*x1 - 0.012758*(1.14482127*x0 - 0.28499955*x1)*(3.3870408294205*x0*x1**2 + 1.91379078287402*x0) + 0.74743,66,195.0,56.0,87.0,18.0,109.0,23.0,73.0,16.0,56.0,14.0
kotanchek,67,FEAT,FEAT,8,0,drop_feat,0.291669-25313.94*(0.1133*(0.0004*(0.2681*x0*x0)*x0)*(0.1300*x0*x0))-13321.93*(0.1133*(0.0004*(0.5083*x1-0.2322*x0)*x0)*(0.1300*x0*x0))+198.05*(0.4790*(0.0883*x1*x1)*(0.3457*x0+0.0242*(0.1064*x1*(0.0934*(0.0883*x1*x1)+0.4695*x1))))+33.39*(0.0538*(0.6208*(0.0822*x0+0.8086*(0.1300*x0*x0))+0.3639*x1)*(0.5895*x0+0.0968*(0.4790*(0.0883*x1*x1)*x0)))-32.98*(0.2845*(0.6226*x0-0.0279*(0.3766*x1*x0))*(0.1276*(0.1768*x1*x0)*x0))+6.40*(0.1761*x0*(0.2681*x0*x0))+4.81*(0.5586*(0.1803*x1-0.2948*x0)-0.2993*(0.1618*x0-0.2753*x0))-2.57*(0.4790*(0.0883*(0.2638*x1+0.7304*x0)*x1)*(0.6208*x0+0.3639*(0.7328*x1+0.9303*x1)))-1.98*(0.3123*x1+0.1391*(0.3766*x1*x0))-1.83*(0.0883*x1*x1),-0.0399843291471624*x0**5 - 196.21870697*x0**3*(-9.288e-5*x0 + 0.00020332*x1) + 0.302159424*x0**3 - 0.7440182464*x0**2*x1*(-0.00298928133*x0*x1 + 0.1771297*x0) - 0.1037224188*x0*x1 - 0.6286897513*x0 + 8.376663385*x1**2*(0.3457*x0 + 0.00257488*x1*(0.00824722*x1**2 + 0.4695*x1)) - 0.161589*x1**2 - 1.23103*x1*(0.06449432*x0 + 0.02329354*x1)*(0.6208*x0 + 0.60520209*x1) - 0.1339120602*x1 + 33.39*(0.00409422376*x0*x1**2 + 0.5895*x0)*(0.00351084028672*x0**2 + 0.002745401088*x0 + 0.01957782*x1) + 0.291669,67,225.0,64.0,117.0,22.0,143.0,32.0,103.0,21.0,64.0,18.0
kotanchek,68,FEAT,FEAT,9,0,drop_feat,0.27103-10929.83*(0.0222*x1*(0.1683*(0.4254*x1+0.2860*x0)*(0.1115*x1*x1)))-10585.08*(0.0516*(0.6466*(0.6033*x0/0.7807*x1)/0.9529*(0.6876*x0-0.8401*x1))*(0.0293*(0.2797*x0-0.0640*x0)*(0.3913*(0.0826*(0.3370*x0*x0)*(0.7593*(0.6191*(0.4128*x0*x0)-0.4650*x0)+0.3266*x0))*x1)))-10461.40*(0.0516*(0.6466*(0.6033*x0/0.7807*x1)/0.9529*(0.3352*(0.7344*x0+0.8534*(0.1287*x0*x0))-0.5315*x1))*(0.0293*(0.2797*x0-0.0640*(0.0310*(0.5281*(0.6895*x0*x1)*(0.5475*x0*x1))*(0.9440*x0-0.2464*x0)))*(0.3913*x0*x1)))+296.21*(0.0310*(0.5281*(0.4312*x0*x1)*x1)*(0.9440*(0.1047*x0*x0)-0.2464*x1))+157.35*(0.0641*(0.7344*(0.3924*x0+0.4248*x0)+0.8534*(0.1287*x0*x0))*(0.9459*(0.3560*x0-0.8349*x0)+0.8596*(0.7014*x1-0.0213*x0)))+83.50*(0.1771*(0.1694*x1*x1)*(0.5475*(0.9636*(0.0495*x0/0.7213*x0)-0.4020*x1)*x1))-10.25*(0.1602*(0.3046*x1*x0)*(0.0661*x1-0.3009*(0.8242*x0/0.3856*x1)))+8.34*(0.6191*(0.4128*x0*x0)-0.4650*x0)-6.95*(0.7863*(0.0534*x0-0.7005*(0.0548*x1*x0))-0.8407*(0.0548*x1*(0.0729*(0.7402*x1+0.2841*x0)+0.3899*x1)))-2.31*(0.3678*(0.0534*x0-0.7005*x1)-0.9927*(0.0548*x1*(0.0729*(0.0729*x1+0.3899*x1)+0.3899*x1))),-0.0197160053412714*x0**4*x1**2*(0.6876*x0 - 0.8401*x1)*(0.194050109664*x0**2 - 0.0264745*x0) - 110.761002224087*x0**2*x1**2*(-8.0844470627953e-6*x0**3*x1**2 + 0.00819521*x0)*(0.036815880816*x0**2 + 0.24617088*x0 - 0.5315*x1) + 2.1314077632*x0**2 + 2.0910110585672*x0*x1**2*(0.0988368*x0**2 - 0.2464*x1) - 0.50016843*x0*x1*(-0.643158143153527*x0*x1 + 0.0661*x1) + 0.209778887709*x0*x1 - 4.2152891202*x0 - 27.054608199*x1**3*(0.0481338*x0 + 0.07159482*x1) + 2.50506179*x1**3*(0.0362051358657979*x0**2 - 0.220095*x1) + 0.0532360215675177*x1**2 + 0.320189002*x1*(0.02071089*x0 + 0.44386058*x1) + 0.595157409*x1 + 157.35*(-0.47130099*x0 + 0.60292344*x1)*(0.007040268378*x0**2 + 0.038469722688*x0) + 0.27103,68,361.0,107.0,201.0,43.0,197.0,41.0,136.0,26.0,107.0,21.0
kotanchek,69,FEAT,FEAT,10,0,drop_feat,0.294871-1051.76*(0.1246*(0.0027*(0.9426*x0+0.3662*(0.9706*x1-0.8038*x0))*x0)*(0.4786*(0.6912*x0*(0.8682*x0-0.4554*x0))+0.2806*(0.5489*(0.4144*x0*x1)+0.0171*x0)))-242.15*(0.3188*x0+0.5187*(0.3246*(0.4144*x0*x1)*(0.0326*x0*(0.1435*x1*x0))))+198.54*(0.3012*(0.0902*(0.5191*x1+0.3825*(0.1845*x0-0.8950*x0))+0.7189*(0.3630*(0.0326*x0*(0.1435*x1*x0))-0.3496*x0))-0.9034*x0)-123.90*(0.3691*(0.4144*x0*x0)*(0.0326*(0.0697*x0*x0)*x0))-78.26*(0.2990*(0.0740*x1*(0.5668*x1-0.8744*x1))*(0.6636*x0+0.0745*(0.2844*(0.1689*(0.8505*(0.6512*x0-0.9363*x1)+0.9462*(0.8307*(0.2731*x1-0.7461*x0)-0.7389*x1))*(0.4643*x1-0.9175*(0.6971*x1*x1)))+0.2031*x0)))+60.26*(0.3906*x1+0.8207*x0)-35.21*(0.0272*(0.4963*x0*x0)*(0.2408*x0-0.8944*x1))+2.62*(0.6014*(0.1017*x1*(0.8804*x0+0.4941*x1))*(0.9742*(0.1420*x0*x0)+0.7498*(0.2639*x1*x1)))-0.98*(0.1689*(0.8505*(0.6512*x0-0.9363*x0)+0.9462*(0.8307*(0.2731*x1-0.7461*(0.4144*x0*x1))-0.7389*x1))*(0.4643*(0.4028*x0-0.7967*(0.6014*(0.1017*x1*(0.8804*x1+0.4941*x1))*x1))-0.9175*(0.6971*x1*x1)))-0.62*(0.2389*x1*x1),-0.0430611353725123*x0**5 - 0.0790384627214534*x0**3*x1**2 + 0.0730041577485282*x0**2*x1 - 0.4753124656*x0**2*(0.2408*x0 - 0.8944*x1) - 131.049296*x0*(0.001750270788*x0 + 0.000959671044*x1)*(0.136557674496*x0**2 + 0.063826443296*x0*x1 + 0.00479826*x0) - 223.598419602357*x0 + 0.532634241776*x1**2*(0.67873095*x0 + 0.0211878*(-0.00550533307585859*x0 - 0.216329054301239*x1)*(-0.63958925*x1**2 + 0.4643*x1)) - 0.148118*x1**2 + 0.1602454356*x1*(0.8804*x0 + 0.4941*x1)*(0.1383364*x0**2 + 0.19787222*x1**2) + 26.3375722480594*x1 - 0.98*(0.18702004*x0 - 0.0310972955842381*x1**3 - 0.63958925*x1**2)*(-0.0410462598771318*x0*x1 - 0.040954458195*x0 - 0.0818300742662394*x1) + 0.294871,69,341.0,101.0,195.0,41.0,175.0,39.0,126.0,27.0,101.0,19.0
kotanchek,70,FEAT,FEAT,11,0,drop_feat,0.279795+201.65*(0.2024*(0.5386*(0.0577*x0*x0)*(0.8567*(0.7006*x0+0.5465*x0)+0.4135*(0.7627*x0-0.3871*x1)))+0.3598*(0.0453*(0.1956*x0-0.3096*x0)*x1))-64.12*(0.7386*x0-0.4585*(0.0620*(0.3565*x0*(0.6482*x1+0.8273*(0.2057*x0*x0)))*x0))+39.45*(0.5471*(0.5637*(0.9042*x1/0.4497*x1)+0.8367*x1)/0.4414*(0.4567*x0-0.0191*(0.0103*x0*x0)))-20.24*x0-8.52*(0.1684*(0.2011*(0.1736*x0/0.2224*x0)+0.7179*(0.1041*(0.7170*x0*x1)-0.2972*x0))/0.2205*(0.9998*x1+0.1140*(0.6972*x1-0.3659*x0)))+6.39*(0.5471*(0.5637*(0.2768*x1/0.1471*x1)+0.8367*x0)/0.4414*(0.4567*(0.0696*x0+0.1621*x0)-0.0191*(0.7386*x0-0.4585*(0.0620*(0.3565*x0*(0.6482*x1+0.8273*(0.2057*x0*x0)))*x0))))-4.26*(0.1723*x0*x0)-2.14*x1-1.28*(0.5471*(0.5637*(0.7937*x1/0.2758*x0)+0.8367*x0)/0.4414*x0)-0.31*(0.8834*x1*x1),1.2683844139912*x0**2*(1.38376702*x0 - 0.16006585*x1) + 0.64980653906*x0**2*(0.17017561*x0**2 + 0.6482*x1) - 0.733998*x0**2 - 0.374681662614*x0*x1 - 1.28*x0*(2.01068732044655*x0*x1 + 1.03706064793838*x0) - 67.599032*x0 - 0.273854*x1**2 - 2.14*x1 - 8.52*(-0.0417126*x0 + 1.0792808*x1)*(0.119883800388261*x0**2 + 0.0409229875831837*x0*x1 - 0.162946955972789*x0) + 6.39*(1.03706064793838*x0 + 1.31472776250833*x1**2)*(0.00019356370705*x0**2*(0.17017561*x0**2 + 0.6482*x1) + 0.09171013*x0) + 39.45*(-0.00019673*x0**2 + 0.4567*x0)*(1.40483085050206*x1**2 + 1.03706064793838*x1) + 0.279795,70,255.0,78.0,133.0,29.0,155.0,35.0,108.0,24.0,78.0,14.0
kotanchek,71,FEAT,FEAT,12,0,drop_feat,0.292576-1235.79*(0.2244*(0.2971*x1/0.9983*(0.5442*x1+0.2399*x0))*(0.1232*(0.6834*x0-0.7707*x0)*(0.6701*x1*x1)))-281.84*(0.0534*(0.8505*(0.0165*x0*x0)*x0)*(0.1729*x0*x0))+137.49*(0.6834*x0-0.7707*x0)+42.88*(0.7246*(0.0197*x0*x1)*(0.8390*(0.7246*(0.2044*(0.4172*x1-0.5133*x0)*(0.1499*x0-0.4764*x1))*(0.7435*(0.1982*x0*x1)-0.6375*x1))+0.2227*(0.0860*x1*x1)))+16.16*(0.5321*(0.2999*(0.1574*x0*x0)*(0.1498*x1*(0.5030*x1*x0)))-0.7181*x0)-8.84*(0.7246*(0.2044*(0.4172*x1-0.5133*x0)*(0.1499*x0-0.4764*(0.1958*x1*(0.4172*x1-0.5133*x0))))*(0.7435*(0.1982*x0*x0)-0.6375*(0.7620*x0+0.6928*x0)))-2.54*(0.1499*x0-0.4764*(0.3845*x1*x0))+2.46*(0.5345*x0+0.6686*(0.1034*(0.2580*x1*x1)-0.3557*x1))+0.63*(0.7246*(0.2044*(0.4172*x1-0.5133*(0.2580*x1*x1))*x1)*x1)+0.07*(0.2859*x0*x0),-0.0365171724665748*x0**5 + 0.0305840931374055*x0**3*x1**2 + 0.020013*x0**2 + 0.594803724551889*x0*x1**3*(0.2399*x0 + 0.5442*x1) + 0.6120957056*x0*x1*(0.0191522*x1**2 + 0.6079394*(-0.10491852*x0 + 0.08527568*x1)*(0.1499*x0 - 0.4764*x1)*(0.1473617*x0*x1 - 0.6375*x1)) + 0.465266532*x0*x1 - 22.673249*x0 + 0.456498*x1**2*(-0.02706897816*x1**2 + 0.08527568*x1) + 0.0438774847632*x1**2 - 0.5850397092*x1 - 6.405464*(-0.10491852*x0 + 0.08527568*x1)*(0.1499*x0 - 0.09327912*x1*(-0.5133*x0 + 0.4172*x1))*(0.1473617*x0**2 - 0.927435*x0) + 0.292576,71,257.0,74.0,147.0,30.0,161.0,37.0,108.0,22.0,74.0,21.0
kotanchek,72,FEAT,FEAT,13,0,drop_feat,0.31243-172.71*(0.2502*(0.4818*x0-0.6064*(0.7678*(0.1277*x0*x0)*x0))*(0.0252*x1*x1))-14.36*(0.0115*x1*x1)-11.23*(0.0110*x1*x0)-6.95*(0.6308*(0.3662*x0*(0.1868*x0*x0))*(0.1402*x0*x0))-6.78*(0.2312*(0.9900*(0.6391*x1*x1)-0.9958*x1)*(0.0254*x1*x1))+5.70*(0.7678*(0.1868*(0.8845*x0-0.9203*(0.8136*x0-0.0623*(0.7678*(0.1784*x0*x0)*x0)))*x0)*(0.1402*(0.6028*x1+0.3228*x0)*(0.6561*x1-0.8338*x0)))+2.14*(0.7678*(0.1868*x0*x0)*x0)-2.10*(0.5835*(0.3898*x0*x1)*(0.9792*(0.9900*(0.6391*(0.9900*(0.6391*x1*x1)-0.9958*x1)*x1)-0.9958*(0.7678*(0.1277*x0*x0)*x0))+0.0873*x1))-1.10*(0.5275*(0.0440*x0*x0)-0.3137*x0)+0.12*x1,-0.0420455187153059*x0**5 + 0.3069295856*x0**3 - 0.025531*x0**2 - 0.47764143*x0*x1*(-0.0956054239785216*x0**3 + 0.969408*x1*(0.4043643219*x1**2 - 0.63641578*x1) + 0.0873*x1) - 0.12353*x0*x1 + 4.37646*x0*(-0.8338*x0 + 0.6561*x1)*(0.04525656*x0 + 0.08451256*x1)*(0.00146702426886415*x0**3 + 0.025356964256*x0) + 0.34507*x0 - 4.352292*x1**2*(-0.0148759771647168*x0**3 + 0.12054636*x0) - 0.172212*x1**2*(0.1462823208*x1**2 - 0.23022896*x1) - 0.16514*x1**2 + 0.12*x1 + 0.31243,72,209.0,58.0,107.0,23.0,139.0,31.0,96.0,21.0,58.0,19.0
kotanchek,73,FEAT,FEAT,14,0,drop_feat,0.293739+584.27*(0.2011*(0.0024*x1*(0.5128*x0-0.0285*x1))*x0)-80.46*(0.2042*(0.0022*(0.3116*x1-0.6321*(0.5353*x1-0.9467*x0))*x0)-0.8529*x1)+76.51*(0.1120*(0.2851*(0.1948*x0*(0.3706*x0*x0))-0.5156*x0)*(0.1191*x0*x0))-37.43*(0.1948*(0.0996*x1*x1)*(0.1844*x0*(0.3706*x0*x0)))-17.48*(0.5353*x1-0.9467*x0)+13.21*(0.1948*(0.0996*(0.7848*x1+0.8346*x0)*x1)*(0.0996*(0.7848*x1+0.8346*x0)*x1))+8.80*x0+3.40*(0.1948*(0.6376*x0-0.7308*x1)*(0.1844*x0*(0.3706*x0*x0)))-1.37*(0.0996*x1*x1)-1.05*(0.3823*(0.0996*x1*x1)*x1),-0.049628877190694*x0**3*x1**2 + 0.232351376*x0**3*(0.12420448*x0 - 0.14235984*x1) + 9.112341*x0**2*(0.002305205289856*x0**3 - 0.0577472*x0) + 0.2819920728*x0*x1*(0.5128*x0 - 0.0285*x1) - 16.429932*x0*(0.001316499954*x0 - 5.88788860000001e-5*x1) + 25.348316*x0 - 0.039980934*x1**3 + 0.0177814514268479*x1**2*(x0 + 0.940330697340043*x1)**2 - 0.136452*x1**2 + 59.26729*x1 + 0.293739,73,175.0,49.0,99.0,20.0,103.0,21.0,74.0,16.0,49.0,16.0
kotanchek,74,FEAT,FEAT,15,0,drop_feat,0.292984-17056.49*(0.1838*(0.0782*(0.2712*x0/0.6260*x0)/0.8834*(0.0011*x1*x0))*(0.6809*(0.0752*x1-0.1370*x0)*(0.6470*x1+0.3867*x0)))-1090.03*(0.8408*x0-0.8787*x0)+151.19*(0.6977*x0-0.7063*(0.0460*(0.6231*x0+0.5008*(0.5187*(0.5751*(0.4831*x1*x1)-0.6047*(0.3605*x0-0.3534*x1))*(0.4653*(0.9901*x1-0.6766*(0.5535*x1-0.4920*(0.2063*x0-0.5720*x1)))+0.0518*x0)))*(0.4492*x0*x0)))-91.87*(0.6977*x0-0.7063*(0.0460*(0.6231*x0+0.5008*(0.5187*(0.2900*(0.6231*x0+0.5008*(0.5187*(0.5751*(0.4831*x1*x1)-0.6047*(0.3605*x0-0.3534*x1))*x0))*x0)*x0))*(0.4492*x0*x0)))-25.75*(0.3539*(0.0403*(0.9901*x1-0.6766*x0)*(0.6605*x0+0.2610*x1))*(0.5535*x1-0.4920*x0))-3.82*(0.0807*x1-0.6198*(0.9023*x0-0.2641*(0.5535*x1-0.4920*x1)))-3.23*(0.9590*x1+0.6790*(0.1546*(0.0788*x0+0.8842*x1)*(0.1581*x1+0.3002*x0)))+0.32*(0.3334*(0.4432*x1*x1)-0.8597*(0.9885*x0-0.4547*(0.7468*(0.2872*x0*x0)*x1)))+0.31*(0.3679*x0*x0)+0.17*(0.1838*(0.0782*(0.5696*x0-0.1300*(0.2712*x1/0.6260*x0))/0.8834*x0)*x1),-0.132249051613035*x0**3*x1*(-0.0932833*x0 + 0.05120368*x1)*(0.3867*x0 + 0.647*x1) + 0.0268293779880213*x0**2*x1 - 47.9680452524*x0**2*(0.0286626*x0 + 0.0230368*(0.083754305041208*x0 + 0.19784110317048*x1)*(-0.113073669345*x0 + 0.144110841147*x1**2 + 0.110846698326*x1)) + 29.1475912252*x0**2*(0.01194918816*x0**2*(0.145232*x0*(-0.113073669345*x0 + 0.144110841147*x1**2 + 0.110846698326*x1) + 0.180699*x0) + 0.0286626*x0) + 0.114049*x0**2 + 0.031246*x0*x1*(-0.0049854924445994*x0*x1 + 0.0504219153271451*x0) + 84.5640786588*x0 + 0.0472841216*x1**2 - 3.4442994990574*x1 - 9.112925*(-0.492*x0 + 0.5535*x1)*(-0.02726698*x0 + 0.03990103*x1)*(0.6605*x0 + 0.261*x1) - 2.19317*(0.01218248*x0 + 0.13669732*x1)*(0.3002*x0 + 0.1581*x1) + 0.292984,74,317.0,96.0,193.0,40.0,199.0,49.0,141.0,29.0,96.0,21.0
kotanchek,75,FEAT,FEAT,16,0,drop_feat,0.300642-3619.71*(0.1312*(0.0294*x0*(0.0672*(0.7712*x0+0.5816*(0.0294*x0*x1))*x0))*(0.5664*x1*x1))+1736.96*(0.1312*(0.0294*x0*(0.0672*x0*x0))*(0.5664*x1*x1))+392.05*(0.0428*(0.0211*x1*(0.4409*x1*(0.1553*x0+0.3419*x1)))*(0.7712*(0.5224*x0+0.2245*x0)+0.5816*x1))+87.21*(0.0731*(0.3293*x1-0.4276*x0)*(0.4554*x1-0.1865*(0.0274*x1*x1)))-52.67*(0.1466*(0.7286*(0.1466*(0.7286*x0-0.3930*(0.2675*x0-0.7180*x0))*(0.2862*x0*x0))-0.3930*(0.7851*x0-0.1818*(0.0517*x0*(0.7421*x1-0.5572*x0))))*(0.2862*x0*x0))+32.86*(0.1312*(0.0294*x1*x0)*x1)-1.58*(0.3183*(0.1465*x0*x1)-0.9532*x0)-1.16*(0.5664*x1*x1)-0.28*(0.8824*x1-0.6439*(0.6205*(0.7700*(0.5224*x0+0.2245*x0)+0.5984*(0.8276*x0/0.6454*x0))/0.8619*(0.1553*x0+0.3419*x1)))-0.04*x1,0.255013692955951*x0**3*x1**2 - 7.90820989765632*x0**2*x1**2*(0.001149055488*x0*x1 + 0.05182464*x0) - 15.074154*x0**2*(0.00405868596780738*x0**3 + 0.000541515563028*x0*(-0.5572*x0 + 0.7421*x1) - 0.04523259438*x0) + 0.1267502208*x0*x1**2 - 0.073676901*x0*x1 + 1.506056*x0 + 0.1561017534226*x1**2*(0.1553*x0 + 0.3419*x1)*(0.57600928*x0 + 0.5816*x1) - 0.657024*x1**2 - 0.287072*x1 + 87.21*(-0.03125756*x0 + 0.02407183*x1)*(-0.0051101*x1**2 + 0.4554*x1) + 0.180292*(0.1553*x0 + 0.3419*x1)*(0.552418241305944*x0**2 + 0.414035986193294*x0) + 0.300642,75,241.0,70.0,125.0,29.0,155.0,34.0,110.0,22.0,70.0,18.0
kotanchek,76,FEAT,FEAT,17,0,drop_feat,0.312702-2106.96*(0.4978*(0.3317*(0.5202*x1-0.6468*x1)+0.3711*(0.1776*x1+0.1894*x1))-0.4061*(0.0556*(0.9853*x1+0.0625*x0)+0.4823*x0))+800.44*(0.6212*(0.2021*(0.3242*x1+0.2264*x1)+0.3905*(0.2487*(0.1378*x0*x1)*(0.1590*x1*(0.8485*(0.2533*x0-0.8456*x0)-0.7453*x1))))+0.0506*x0)-235.42*(0.7211*(0.1429*x0*x0)*(0.1187*(0.1582*x0*x0)-0.8045*(0.1196*x0*x1)))+126.21*(0.9823*x0+0.4670*(0.0425*(0.3131*(0.8935*(0.1590*x1*x1)-0.6527*x1)-0.1026*x0)*(0.0850*x1*x1)))+79.26*(0.7211*(0.1429*(0.5655*x0*x0)*(0.4739*x0+0.6167*(0.9823*x0+0.4670*(0.0425*x1*(0.0850*x1*x1)))))*(0.1187*x0-0.8045*(0.8935*(0.1590*x1*x1)-0.6527*x1)))+64.56*(0.1445*x1-0.6337*(0.3436*(0.0816*x0*x0)*(0.7269*x0+0.4496*x0)))-24.89*(0.0485*(0.1590*x1*(0.1445*x1-0.6337*(0.3436*x0*x0)))*(0.1590*x1*x1))+5.89*(0.7211*(0.1429*(0.5655*x0*x0)*x0)*(0.1187*(0.1582*x0*x0)-0.8045*(0.8935*(0.4652*x1+0.9374*(0.8935*x1-0.6527*x1))-0.6527*(0.0485*(0.1590*x1*x1)*(0.1590*x1*x1)))))-1.00*(0.1590*x1*x1)-0.47*(0.3127*x0*x1),0.34322240362605*x0**3*(0.01877834*x0**2 + 0.000643836580883775*x1**4 - 0.49665188800884*x1) - 1.3495297853244*x0**3 + 4.6186430749407*x0**2*(1.07968441*x0 + 0.00104039602625*x1**3)*(0.1187*x0 - 0.11429249925*x1**2 + 0.52509715*x1) - 24.2588986298*x0**2*(0.01877834*x0**2 - 0.0962182*x0*x1) + 1.05804318874829*x0*x1**2*(-0.50256655*x0 - 0.7453*x1) - 0.146969*x0*x1 + 580.1251464134*x0 - 0.030518338365*x1**3*(-0.21773932*x0**2 + 0.1445*x1) + 5.00990595*x1**2*(-0.0043605*x0 + 0.001890443398875*x1**2 - 0.008685315725*x1) - 0.159*x1**2 + 12.7315701975251*x1 + 0.312702,76,319.0,93.0,181.0,38.0,155.0,32.0,107.0,22.0,94.0,20.0
kotanchek,77,FEAT,FEAT,18,0,drop_feat,0.302067-4701.13*(0.0684*(0.0196*x0*x0)*(0.0438*(0.9068*x0-0.0637*x0)*(0.1817*x0*x0)))+981.10*(0.0613*(0.2406*x1-0.2350*x1)*(0.4055*x1-0.6010*(0.6871*x0-0.7244*x1)))-573.56*(0.0548*(0.0587*(0.2525*x1+0.5003*x0)*(0.2164*x1-0.1203*(0.6909*x0*x0)))*(0.7112*x1+0.0004*(0.5320*x0*x1)))+430.18*(0.0123*x0*(0.0580*x0*x0))+26.33*(0.3352*(0.4144*x0-0.7433*(0.7536*x0+0.8124*(0.8947*x1-0.1791*(0.1166*x1*x1))))*(0.0755*x1*x1))+10.92*(0.6682*x0*(0.0755*(0.2269*(0.4193*x1*x0)*(0.4220*(0.1166*x1*x1)-0.9174*x0))*x0))+8.33*(0.6682*x0*(0.0755*x1*x1))-7.80*(0.3678*x0+0.0732*(0.0339*(0.4803*x0-0.1489*(0.7390*x1+0.6919*x1))*(0.8822*x1+0.6066*x0)))-0.41*(0.1944*(0.1147*(0.5770*x0*x0)/0.7171*x1)/0.7858*(0.2269*(0.4193*x1*x0)*(0.9869*x1-0.9644*x0)))+0.23*(0.2525*x1+0.5003*(0.1285*x0*x0)),-0.0422885272974395*x0**5 - 0.000890608754165323*x0**3*x1**2*(-0.9644*x0 + 0.9869*x1) + 0.0524125656736172*x0**3*x1*(-0.9174*x0 + 0.0492052*x1**2) + 0.306890412*x0**3 + 0.0147863665*x0**2 + 0.420241003*x0*x1**2 - 2.86884*x0 + 1.987915*x1**2*(-0.048855694976*x0 + 0.00422699947380305*x1**2 - 0.181098767575805*x1) + 0.336792008000001*x1*(-0.4129471*x0 + 0.8408644*x1) + 0.058075*x1 - 0.57096*(0.01628217*x0 - 0.007222768239*x1)*(0.6066*x0 + 0.8822*x1) - 31.431088*(0.02936761*x0 + 0.01482175*x1)*(-0.08311527*x0**2 + 0.2164*x1)*(0.0002128*x0*x1 + 0.7112*x1) + 0.302067,77,259.0,75.0,147.0,29.0,163.0,38.0,112.0,23.0,75.0,18.0
